"id_encuestado","pais","region","zona","edad","generacion","sexo_biologico","ingreso_anual","importante_trabajo","ocurrio_trabajo","expectativa_trabajo","sentimiento_si_no_trabajo","importante_vivienda_propia","ocurrio_vivienda_propia","expectativa_vivienda_propia","sentimiento_si_no_vivienda_propia","importante_vida_independiente","ocurrio_vida_independiente","expectativa_vida_independiente","sentimiento_si_no_vida_independiente","importante_ser_padre","ocurrio_ser_padre","expectativa_ser_padre","sentimiento_si_no_ser_padre","importante_casarse","ocurrio_casarse","expectativa_casarse","sentimiento_si_no_casarse","importante_mascota","ocurrio_mascota","expectativa_mascota","sentimiento_si_no_mascota","idx_aspiracion_global","idx_expectativa_global","idx_satisfaccion_vida","D1_seguridad_economica","D2_vivienda_independencia","D3_familia_tradicional","D4_presion_social","D5_bienestar_emocional","D6_apertura_alternativas","D7_confianza_futuro","D8_estabilidad_laboral","D9_preocupacion_financiera","D10_apoyo_red_familiar","D11_expectativa_matrimonio","D12_optimismo_personal","D13_control_sobre_futuro","D14_autonomia_estilo_vida"
427,"Suecia","Europa",1,20,"Gen Z",2,32967,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Incierto","Triste","No","Sí","","",33.33,NA,1.33,4.65,3.41,3.02,4.56,3.05,3.26,2.77,4.32,3.95,4.43,3.82,3.29,3.5,4.14
428,"Suecia","Europa",1,42,"Millennial",1,56547,"No","Sí","","","No","No","Probable","Neutral","No","No","Probable","Triste","No","No","Probable","Feliz","Sí","Sí","","","Sí","No","Probable","Feliz",33.33,100,2.25,4.83,4.48,3.83,4.66,4.07,2.58,3.75,6,2.71,3.88,4.62,4.42,4.56,3.84
434,"India","Asia",2,59,"Gen X",1,6598,"No","No","Probable","Feliz","Sí","No","Incierto","Feliz","No","No","Cierto","Feliz","No","No","Probable","Triste","No","No","Probable","Neutral","No","No","Incierto","Feliz",16.67,0,2.5,3.21,3.65,2.71,2.76,4.1,3.09,3.59,3.01,5.17,3.97,4.09,2.84,3.72,4.26
440,"India","Asia",2,56,"Gen X",1,5402,"No","No","Cierto","Neutral","Sí","Sí","","","No","Sí","","","No","No","Improbable","Neutral","No","No","Probable","Feliz","No","Sí","","",16.67,NA,2.33,3.34,3.35,4.74,4.78,3.71,3.24,5,1.31,4.98,4.79,4.8,5.16,3.93,4.28
447,"Suecia","Europa",1,21,"Gen Z",1,50780,"Sí","No","Cierto","Feliz","No","Sí","","","Sí","No","Incierto","Feliz","Sí","No","Probable","Triste","Sí","No","Incierto","Triste","Sí","Sí","","",83.33,50,2,6.04,4.24,4.24,4.09,3.5,3.62,3.39,6.63,3,4.47,4.44,2.71,3.64,3.28
449,"India","Asia",2,51,"Gen X",1,4773,"No","No","Probable","Feliz","Sí","No","Probable","Neutral","Sí","Sí","","","No","No","Probable","Neutral","Sí","No","Incierto","Feliz","No","No","Probable","Feliz",50,50,2.6,4.53,2.1,4.92,4.37,2.99,3.12,2.76,3.31,4.57,4.65,4.12,2.61,2.58,2.24
450,"India","Asia",1,60,"Gen X",1,3070,"Sí","Sí","","","No","Sí","","","Sí","No","Incierto","Neutral","Sí","No","Probable","Neutral","Sí","No","Probable","Feliz","No","No","Improbable","Feliz",66.67,66.67,NA,3.54,2.52,4.7,4.01,4.22,2.85,4.19,2.81,4.89,4.61,5.2,3.8,3.49,4.21
458,"Suecia","Europa",1,42,"Millennial",1,64502,"No","No","Improbable","Feliz","Sí","Sí","","","No","No","Probable","Feliz","Sí","No","Probable","Feliz","No","No","Incierto","Triste","No","Sí","","",33.33,100,2.5,5.09,4.25,3.25,3.68,3.8,4.9,3.67,4.32,4.2,5,3.62,5.38,3.87,4.18
461,"India","Asia",1,63,"Baby Boomer",1,5565,"No","Sí","","","Sí","No","Cierto","Feliz","Sí","No","Cierto","Feliz","Sí","No","Probable","Feliz","No","Sí","","","Sí","Sí","","",66.67,100,3,4.82,4.66,5.54,3.77,4.37,2.52,5.26,3.58,3.53,6.5,6.12,4.52,4.93,3.16
467,"India","Asia",1,52,"Gen X",2,3482,"No","Sí","","","Sí","No","Improbable","Neutral","Sí","No","Incierto","Neutral","No","No","Improbable","Neutral","No","No","Incierto","Neutral","No","No","Probable","Triste",33.33,0,1.8,3.77,3.41,2.94,2.71,4.48,3.78,4.92,3.19,4.79,3.8,3.86,2.78,3.73,4.46
474,"Suecia","Europa",1,61,"Baby Boomer",1,54202,"Sí","Sí","","","No","No","Probable","Neutral","Sí","No","Probable","Neutral","Sí","Sí","","","No","No","Incierto","Neutral","No","No","Incierto","Neutral",50,100,2,6.15,4.54,4.52,3.53,3.64,3.81,5.09,5.36,3.11,5.32,4.43,5.07,4.2,3.65
497,"Suecia","Europa",1,49,"Gen X",1,27929,"Sí","No","Probable","Triste","Sí","No","Probable","Triste","Sí","No","Probable","Feliz","No","Sí","","","No","No","Cierto","Triste","No","No","Cierto","Neutral",50,100,1.6,4.4,4.44,4.66,3.51,3.4,4.83,3.9,4.32,5.05,3.59,2.92,4.2,4.33,4.72
500,"India","Asia",2,61,"Baby Boomer",2,3190,"No","Sí","","","Sí","Sí","","","No","No","Probable","Feliz","Sí","No","Cierto","Neutral","Sí","No","Incierto","Triste","No","No","Probable","Neutral",50,50,2,3.59,2.8,5.21,4.33,3.78,2.63,2.79,4.01,4.62,4.53,4.54,2.01,3.41,3.02
501,"Suecia","Europa",1,72,"Baby Boomer",1,64995,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","Sí","No","Cierto","Triste","No","No","Incierto","Neutral","No","No","Cierto","Neutral",50,100,1.75,5.34,4.99,3.62,2.85,5.54,5.66,5.36,5.72,2.75,3.02,3.74,5.63,5.34,5.37
502,"India","Asia",1,18,"Gen Z",2,1439,"Sí","No","Incierto","Triste","No","No","Improbable","Triste","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Improbable","Neutral","No","No","Probable","Neutral",16.67,0,1.5,4.89,2.11,4.22,4.64,3.22,5.33,1.63,5.57,2.27,3.59,3.03,2.24,1.98,2.82
519,"India","Asia",2,38,"Millennial",1,2747,"No","Sí","","","No","No","Improbable","Triste","No","No","Incierto","Feliz","No","No","Incierto","Feliz","No","No","Incierto","Neutral","No","No","Probable","Neutral",0,NA,2.2,3.61,4.73,4.66,4.02,2.98,2.58,2.99,2.73,4.54,4.99,5.46,3.55,2.89,3.76
529,"India","Asia",2,20,"Gen Z",2,2363,"Sí","No","Incierto","Triste","Sí","No","Probable","Feliz","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Probable","Feliz","No","No","Probable","Neutral",33.33,50,2.17,3.67,2.37,3.88,3.43,3.78,3.59,2.38,2.11,4.98,4.08,3.03,2.64,3.04,3.69
531,"India","Asia",1,56,"Gen X",1,4371,"Sí","Sí","","","Sí","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Cierto","Triste","No","No","Incierto","Triste","No","No","Improbable","Neutral",33.33,100,1.4,2.66,2.11,5.05,4.38,3.9,4.7,2.9,3.84,5.2,4.27,4.61,3.12,3.16,2.62
532,"India","Asia",2,49,"Gen X",1,5112,"No","Sí","","","No","No","Cierto","Triste","No","No","Improbable","Triste","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Improbable","Neutral",0,NA,1.2,4.66,4.54,4.2,5.33,3.76,4.6,4.38,5.29,4.19,4,4.81,5.23,4.54,2.35
545,"Suecia","Europa",1,69,"Baby Boomer",2,52904,"Sí","Sí","","","Sí","No","Incierto","Feliz","No","Sí","","","No","Sí","","","No","Sí","","","No","No","Probable","Triste",33.33,0,2,3.34,4.98,3.08,4.3,4.52,3.51,5.02,4.72,4.35,4.01,4.98,4.2,4.7,4.52
558,"India","Asia",1,63,"Baby Boomer",1,6906,"No","Sí","","","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","","No","No","Probable","Feliz","No","No","Probable","Neutral",0,NA,2.67,4.97,5,4.55,3.61,4.13,4.08,4.18,3.41,5.08,2.84,3.83,3.58,3.13,4.67
567,"India","Asia",1,33,"Millennial",1,3363,"No","Sí","","","Sí","No","Probable","Triste","Sí","Sí","","","No","No","Probable","Neutral","No","No","Improbable","Feliz","No","Sí","","",33.33,100,2,3.47,3.68,4.9,3.94,2.87,2.55,3.42,3.61,5.27,5.65,4.02,3.81,3.31,4.22
568,"India","Asia",1,58,"Gen X",1,7806,"Sí","No","Incierto","Triste","Sí","Sí","","","No","Sí","","","No","No","Improbable","Feliz","No","No","Probable","Feliz","No","Sí","","",33.33,0,2.33,3.16,3,5.3,5.95,4.06,4.22,3.23,4,4.3,4.41,4.45,2.83,3.95,3.39
571,"India","Asia",1,64,"Baby Boomer",1,3516,"No","Sí","","","No","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Feliz","No","No","Probable","Feliz","No","Sí","","",0,NA,NA,3.71,3.01,3.38,4.33,4.43,4.93,1.63,4.26,3.5,3.53,3.47,2.11,3.14,2.89
576,"Suecia","Europa",1,21,"Gen Z",2,43113,"No","No","Probable","Triste","No","No","Improbable","Triste","Sí","No","Incierto","Feliz","No","No","Improbable","Triste","Sí","No","Cierto","Triste","Sí","Sí","","",50,50,1.4,4.23,4.28,5.3,3.64,3.41,2.87,2.66,4.92,3.45,4.22,3.67,3.88,3.59,3.71
579,"Suecia","Europa",1,52,"Gen X",2,NA,"Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","No","Probable","Triste","No","Sí","","","No","No","Probable","Triste",33.33,NA,1,4.45,4.3,2.68,3.86,5.4,3.79,4.06,4.92,3.94,4.06,3.83,3.52,3.4,3.53
591,"India","Asia",1,62,"Baby Boomer",1,5851,"No","Sí","","","No","Sí","","","No","No","Probable","Feliz","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Incierto","Feliz",0,NA,2,3.32,4.2,4.87,4.23,4.71,4.25,4.92,4.88,4.64,3.23,3.81,5.12,5.63,4.33
595,"Suecia","Europa",2,39,"Millennial",2,36172,"Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","No","Cierto","Neutral","No","No","Probable","Feliz","Sí","No","Probable","Feliz",50,100,2.67,4.81,4.65,2.3,3.24,5.11,5.19,3.53,4.12,3.52,2.37,2.65,3.54,4.9,4.96
606,"India","Asia",1,66,"Baby Boomer",1,6272,"No","No","Probable","Neutral","No","Sí","","","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Incierto","Triste","No","Sí","","",0,NA,1.5,3.19,3.34,4.15,4.11,4.07,3.12,4.51,3.62,4.93,5.02,5.31,4.05,4.13,2.07
608,"India","Asia",1,52,"Gen X",2,3387,"No","Sí","","","No","No","Probable","Triste","No","Sí","","","No","No","Incierto","Neutral","Sí","No","Incierto","Feliz","No","No","Probable","Triste",16.67,0,1.75,3.25,1.86,2.7,3.4,3.6,4.24,4.26,2.89,4.49,3.35,2.91,2.49,2.9,4.85
615,"Suecia","Europa",2,41,"Millennial",1,56118,"Sí","No","Cierto","Neutral","No","No","Probable","Triste","Sí","No","Incierto","Triste","No","No","Probable","Feliz","No","No","Probable","Triste","No","No","Cierto","Neutral",33.33,50,1.67,5.78,4.66,3.95,4.44,4.15,3.65,3.41,5.96,2.48,4.22,4.45,5.04,4.23,3.53
622,"India","Asia",2,68,"Baby Boomer",1,3078,"Sí","No","Cierto","Feliz","No","Sí","","","No","No","Probable","Feliz","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","",16.67,100,3,4.31,3.91,3.89,3.42,2.72,3.35,2.44,3.61,5.16,5.53,5.31,3.15,4.18,4.82
624,"Suecia","Europa",1,45,"Millennial",1,46998,"Sí","Sí","","","No","Sí","","","Sí","Sí","","","No","No","Probable","Triste","No","Sí","","","No","Sí","","",33.33,NA,1,3.53,3.69,4.35,3.96,4.99,4.91,3.5,3.08,4.73,3.73,2.63,3.87,3.5,5.01
629,"Suecia","Europa",1,67,"Baby Boomer",2,44858,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Triste","Sí","Sí","","","Sí","No","Cierto","Triste","No","Sí","","",66.67,100,1,3.41,3.72,4.36,3.95,4.69,4.45,5.23,3.76,5,2.78,2.99,4.29,6.1,4.12
631,"Suecia","Europa",1,26,"Gen Z",1,55203,"No","No","Improbable","Triste","Sí","No","Incierto","Feliz","Sí","No","Incierto","Triste","Sí","No","Incierto","Feliz","Sí","No","Cierto","Triste","Sí","No","Probable","Feliz",83.33,40,2,4.25,4.91,3.81,4.31,4.06,4.93,2.48,4.53,3.19,4.71,3.46,3.49,4.67,3.31
632,"Suecia","Europa",1,35,"Millennial",2,24901,"Sí","No","Incierto","Feliz","No","No","Improbable","Feliz","No","No","Improbable","Feliz","Sí","Sí","","","No","No","Cierto","Feliz","No","Sí","","",33.33,0,3,4.7,4.56,4.25,3.8,3.86,3.16,3.96,5.12,3.95,4.22,3.98,5.21,3.44,4.82
634,"Suecia","Europa",2,19,"Gen Z",2,36881,"Sí","No","Probable","Triste","No","Sí","","","No","No","Incierto","Feliz","No","No","Incierto","Neutral","No","No","Probable","Neutral","Sí","No","Incierto","Feliz",33.33,50,2.2,4.2,4.58,3.79,5.14,3.74,3.47,1.84,4.94,2.79,4.39,4.6,4.6,4.11,3.37
637,"Suecia","Europa",1,27,"Gen Z",1,79348,"Sí","Sí","","","Sí","Sí","","","Sí","No","Incierto","Neutral","Sí","No","Probable","Neutral","Sí","Sí","","","Sí","Sí","","",100,50,2,4.9,3.54,3.12,4.05,2.38,5.18,2.84,6.4,3.52,4.41,3.61,3.37,3.57,4.55
640,"India","Asia",1,51,"Gen X",1,1744,"No","No","Cierto","Neutral","No","No","Incierto","Neutral","No","No","Improbable","Neutral","Sí","No","Probable","Triste","No","Sí","","","No","No","Probable","Neutral",16.67,100,1.8,4.72,3.09,3.91,3.6,3.06,3.95,4.68,3.65,4.21,3.8,4,4.24,5.16,3.56
642,"Suecia","Europa",1,56,"Gen X",1,81879,"Sí","Sí","","","Sí","Sí","","","No","No","Improbable","Feliz","Sí","Sí","","","No","No","Probable","Triste","Sí","No","Cierto","Feliz",66.67,100,2.33,5.27,4.76,2.92,3.19,5.74,4.17,6.22,4.97,2.45,2.6,4.07,3.92,5.26,6.35
650,"Suecia","Europa",1,67,"Baby Boomer",2,62963,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Feliz","Sí","Sí","","","No","No","Probable","Triste","No","Sí","","",50,NA,2,5.26,4.76,2.76,3.16,5.24,3.26,4.35,5.54,4.15,3.64,4.29,4.16,5.08,5.47
654,"Suecia","Europa",1,53,"Gen X",2,84580,"No","Sí","","","No","No","Probable","Feliz","No","Sí","","","No","No","Cierto","Neutral","No","Sí","","","No","No","Probable","Neutral",0,NA,2.33,5.89,3.9,3,4.57,3.73,3.91,3.81,5.24,2.97,4.08,3.54,5.07,3.07,4.41
663,"India","Asia",1,45,"Millennial",1,2750,"No","No","Cierto","Feliz","Sí","No","Probable","Feliz","Sí","No","Incierto","Neutral","Sí","No","Incierto","Feliz","No","No","Incierto","Triste","No","Sí","","",50,33.33,2.4,4.47,2.99,4.62,5.26,3.74,3.82,3.17,4.07,3.68,4.73,3.36,3.55,3.77,3.59
673,"India","Asia",2,52,"Gen X",1,3060,"No","No","Probable","Feliz","No","No","Probable","Triste","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","","No","Sí","","",0,NA,2.33,3.66,3.23,4.25,5.47,4.28,3.58,2.08,3.84,5.18,5.42,3.77,3.94,2.64,3.33
679,"India","Asia",1,65,"Baby Boomer",2,3150,"Sí","Sí","","","Sí","No","Incierto","Triste","No","Sí","","","No","Sí","","","Sí","No","Probable","Feliz","No","No","Cierto","Triste",50,50,1.67,4.02,3.09,4.75,4.24,5.28,4.54,4.35,2.81,4.29,4.83,2.43,4.63,4.87,4.52
681,"India","Asia",1,38,"Millennial",1,3273,"No","No","Cierto","Triste","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Incierto","Feliz","No","No","Improbable","Neutral","Sí","No","Probable","Neutral",16.67,100,1.83,3.96,3.63,4.14,3.73,3.66,3.33,3.12,3.8,3.66,5.07,3.23,4.4,2.64,3.9
683,"Suecia","Europa",1,33,"Millennial",2,27555,"No","No","Cierto","Neutral","No","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Probable","Feliz","No","No","Probable","Feliz","Sí","No","Cierto","Neutral",16.67,100,2.17,4.83,4.88,4,4.01,4.05,4.11,4.67,4.97,3,3.61,3.52,3.05,4.37,3.95
685,"India","Asia",1,54,"Gen X",1,2155,"No","No","Probable","Triste","Sí","No","Cierto","Neutral","Sí","No","Cierto","Feliz","Sí","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Feliz",66.67,100,NA,4.49,2.54,3.96,4.32,3.56,3.49,2.24,2.99,6.23,3.97,2.73,2.74,2.67,3.92
690,"India","Asia",1,73,"Baby Boomer",1,3504,"Sí","Sí","","","Sí","No","Probable","Neutral","No","Sí","","","Sí","Sí","","","Sí","No","Incierto","Feliz","No","Sí","","",66.67,50,2.5,3.01,3.27,4.59,3.88,3.87,3.54,3.3,3.21,6.55,3.99,5.01,3.28,3.32,4.06
692,"Suecia","Europa",1,69,"Baby Boomer",1,81779,"No","Sí","","","Sí","Sí","","","Sí","No","Probable","Triste","No","Sí","","","Sí","Sí","","","No","Sí","","",50,100,1,5.12,5.05,3.05,2.49,4.94,3.29,5.07,4.78,3.98,3.43,4.38,4.5,4.57,4.03
703,"Suecia","Europa",1,58,"Gen X",1,76443,"No","No","Cierto","Neutral","Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","",33.33,NA,2,3.81,3.17,3.62,2.71,4.2,5.14,4.5,5.17,3.76,2.31,3.84,3.57,4.45,3.94
705,"India","Asia",1,31,"Millennial",2,3634,"No","No","Incierto","Triste","Sí","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Probable","Neutral","No","No","Incierto","Feliz","No","No","Incierto","Triste",16.67,100,1.83,2.55,2.39,3.17,3.83,4.61,4.55,4.46,1.98,5.29,3.07,3.25,3.46,4.46,4.61
707,"Suecia","Europa",1,53,"Gen X",2,74283,"No","No","Cierto","Triste","Sí","Sí","","","No","Sí","","","No","No","Probable","Neutral","No","No","Probable","Triste","Sí","No","Incierto","Neutral",33.33,0,1.5,5.78,4.55,3.99,2.92,5.87,4.75,5.32,5.69,3.76,4.43,3.87,3.92,4.78,4.65
711,"Suecia","Europa",1,39,"Millennial",2,44940,"Sí","No","Cierto","Triste","Sí","No","Incierto","Triste","No","No","Probable","Triste","Sí","No","Probable","Feliz","No","Sí","","","No","No","Probable","Neutral",50,66.67,1.6,4.81,4.71,2.11,2.67,4.38,3.73,4.68,5.87,3.09,2.99,2.85,3.64,4.75,6.06
712,"India","Asia",1,49,"Gen X",1,4030,"No","No","Incierto","Feliz","Sí","No","Incierto","Triste","Sí","No","Probable","Triste","Sí","No","Cierto","Triste","Sí","Sí","","","No","Sí","","",66.67,66.67,1.5,4.07,4.05,4.28,4.67,4.39,3.75,2.9,3.97,3.25,3.81,5.89,3.21,2.56,3.8
715,"India","Asia",1,60,"Gen X",1,5299,"Sí","No","Probable","Feliz","No","No","Probable","Triste","No","No","Probable","Neutral","No","No","Probable","Feliz","No","No","Incierto","Neutral","No","No","Cierto","Feliz",16.67,100,2.33,3.4,2.72,5.04,6.16,4.39,2.28,2.9,3.04,3.79,3.81,3.18,3.62,4.02,3.69
718,"Suecia","Europa",1,48,"Gen X",1,49567,"Sí","No","Incierto","Triste","Sí","No","Cierto","Triste","Sí","Sí","","","No","Sí","","","No","No","Probable","Feliz","No","No","Probable","Neutral",50,50,1.75,3.85,4.11,3.51,4.04,3.74,4.45,4.39,3.57,4.2,3.26,3.44,4.17,4.49,5.13
724,"Suecia","Europa",1,65,"Baby Boomer",2,44617,"Sí","No","Cierto","Neutral","Sí","No","Probable","Feliz","No","No","Probable","Feliz","Sí","Sí","","","Sí","No","Cierto","Triste","No","No","Probable","Triste",66.67,100,2,4.07,4.14,3.53,3.85,3.04,3.63,4.79,5.03,3.45,4.59,4.7,4.9,4.5,5.88
728,"India","Asia",2,73,"Baby Boomer",1,15808,"Sí","Sí","","","No","No","Probable","Feliz","Sí","No","Probable","Neutral","No","Sí","","","Sí","Sí","","","No","No","Improbable","Neutral",50,100,2.33,3.95,3.08,3.96,3.62,4.18,3.32,4.52,2.98,5.6,4.83,5.27,4.66,3.97,4.23
732,"India","Asia",1,27,"Gen Z",2,1404,"No","Sí","","","Sí","Sí","","","No","No","Improbable","Triste","No","No","Incierto","Triste","No","No","Incierto","Feliz","No","No","Incierto","Triste",16.67,NA,1.5,2.62,2.62,4.36,4.69,2.72,3.72,1.59,1.77,6.35,4.49,2.89,1.74,2.12,4.03
733,"India","Asia",2,33,"Millennial",1,NA,"Sí","No","Probable","Feliz","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Probable","Neutral","No","No","Improbable","Neutral",16.67,100,1.83,4.09,4.4,2.89,3.61,4.16,5.05,3.51,4.45,3.62,4.57,3.64,3.95,3.65,4.23
744,"Suecia","Europa",1,36,"Millennial",1,42888,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Cierto","Feliz","No","No","Probable","Neutral",33.33,NA,2,3.8,3.52,3.62,3.82,3.85,4.06,5.04,4.09,4.35,2.86,3.42,4.75,3.94,6.29
751,"Suecia","Europa",1,73,"Baby Boomer",1,0,"No","No","Probable","Neutral","Sí","Sí","","","No","Sí","","","No","No","Probable","Neutral","Sí","No","Cierto","Triste","No","Sí","","",33.33,100,1.67,4.04,4.69,3.9,3.73,4.73,4.78,5.74,2.18,4.37,4.69,4.22,4.87,4.87,4.6
752,"India","Asia",2,36,"Millennial",2,2418,"No","No","Incierto","Neutral","Sí","No","Incierto","Triste","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Probable","Feliz","No","No","Incierto","Neutral",16.67,0,1.67,3.95,3.01,4.65,4.59,3.44,3.36,3.62,2.73,4.84,5.15,4.16,2.15,3.25,3.18
756,"Suecia","Europa",2,69,"Baby Boomer",1,55563,"No","Sí","","","Sí","No","Incierto","Feliz","No","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","",33.33,0,3,4.05,5.7,3.72,4.02,3.69,4.52,4.21,4.29,4.53,4.37,2.95,5,4.56,4.19
762,"Suecia","Europa",1,56,"Gen X",2,62734,"No","Sí","","","Sí","Sí","","","No","No","Cierto","Triste","Sí","No","Probable","Feliz","No","Sí","","","Sí","Sí","","",50,100,2,4.97,5.11,5.02,4.11,4.66,3.84,4.11,4.67,3.6,4.41,4.24,3.25,3.97,3.14
764,"India","Asia",1,22,"Gen Z",1,2624,"No","No","Incierto","Triste","No","No","Improbable","Triste","No","No","Probable","Feliz","No","No","Improbable","Triste","No","No","Incierto","Triste","No","Sí","","",0,NA,1.4,2.92,2.61,4.1,6.11,2.68,3.58,2.22,3.13,4.29,5.32,3.54,2.17,3.05,2.86
765,"Suecia","Europa",1,25,"Gen Z",2,48225,"Sí","No","Probable","Feliz","No","No","Probable","Triste","No","No","Probable","Triste","Sí","No","Incierto","Feliz","No","No","Cierto","Feliz","Sí","No","Probable","Triste",50,66.67,2,4.12,5.05,3.59,4.13,4.61,4.64,2.56,3.53,3.47,3.11,3.27,2.76,4.6,3.8
771,"Suecia","Europa",1,22,"Gen Z",1,30275,"Sí","No","Incierto","Feliz","Sí","No","Improbable","Feliz","Sí","Sí","","","Sí","No","Incierto","Feliz","No","No","Probable","Feliz","No","Sí","","",66.67,0,3,3.7,4.52,3.42,3.11,3.84,3.68,3.61,4.14,4.06,2.8,3.66,4.35,3.34,4.16
778,"Suecia","Europa",1,26,"Gen Z",1,52368,"Sí","Sí","","","No","Sí","","","Sí","No","Improbable","Triste","Sí","No","Incierto","Triste","Sí","No","Improbable","Feliz","No","Sí","","",66.67,0,1.67,4.51,3.95,3.86,4.45,3.68,5.29,4.32,4.45,4.64,3.18,2.12,4.91,4.61,3.91
783,"India","Asia",1,31,"Millennial",1,4857,"No","Sí","","","Sí","No","Cierto","Feliz","No","No","Improbable","Triste","No","No","Cierto","Neutral","No","No","Probable","Neutral","No","Sí","","",16.67,100,2,3.93,3.05,3.98,3.96,4.33,4.23,1.95,3.48,3.68,3.66,4.04,2.96,3.15,4.65
784,"Suecia","Europa",1,34,"Millennial",1,42391,"No","Sí","","","Sí","No","Incierto","Feliz","Sí","No","Probable","Neutral","No","No","Probable","Feliz","No","No","Probable","Triste","No","No","Improbable","Feliz",33.33,50,2.4,4.3,4.91,3.77,3.89,4.57,4.01,4.85,5.21,4.2,4.28,4.35,4.1,5.06,5.4
787,"Suecia","Europa",1,24,"Gen Z",1,30348,"No","Sí","","","Sí","No","Probable","Neutral","Sí","No","Probable","Neutral","Sí","Sí","","","No","No","Probable","Neutral","No","Sí","","",50,100,2,4.14,4.59,3.99,5.13,3.62,4.39,3.62,4.61,4.25,3.95,3.61,2.12,4.27,3.8
789,"Suecia","Europa",1,55,"Gen X",2,94716,"Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","","Sí","Sí","","",50,NA,NA,4.89,4.23,4,4.26,5.44,4.84,5.5,4.82,4.75,5.36,3.78,4.29,5,5.27
800,"Suecia","Europa",1,72,"Baby Boomer",1,79267,"Sí","Sí","","","Sí","Sí","","","No","No","Cierto","Neutral","Sí","Sí","","","No","Sí","","","No","Sí","","",50,NA,2,4.35,4.64,4.89,4.63,4.16,3.55,4.43,4.27,5.09,4.85,4.23,4.23,4.95,2.95
803,"Suecia","Europa",1,19,"Gen Z",2,37461,"Sí","No","Cierto","Feliz","Sí","No","Incierto","Triste","Sí","No","Probable","Neutral","Sí","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Incierto","Neutral",66.67,50,1.67,5.21,4.19,4.2,3.58,3.51,3.73,3.47,5.63,2.97,5.69,3.72,3.57,2.01,4.26
806,"Suecia","Europa",1,22,"Gen Z",2,31542,"Sí","Sí","","","Sí","Sí","","","No","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Cierto","Triste",33.33,NA,1.5,4.17,3.56,3.81,3.12,3.76,3,3.2,4.17,3.31,3.81,4.1,3.43,2.71,3.41
807,"Suecia","Europa",1,58,"Gen X",2,33205,"Sí","Sí","","","No","No","Incierto","Feliz","Sí","Sí","","","Sí","No","Improbable","Neutral","No","No","Probable","Triste","Sí","Sí","","",66.67,0,2,4.23,4.46,3.56,3.93,4.81,4.16,4.49,4.18,4.41,3.28,4.24,4.76,4.16,4.7
813,"India","Asia",1,25,"Gen Z",2,2587,"No","No","Improbable","Neutral","No","No","Probable","Neutral","No","No","Improbable","Neutral","No","No","Incierto","Triste","Sí","No","Incierto","Triste","No","No","Incierto","Triste",16.67,0,1.5,4.1,2.91,4.8,4.27,2.82,3.76,1.22,4.21,4.61,4.53,3.91,2.46,1.95,2.33
815,"Suecia","Europa",1,72,"Baby Boomer",1,74097,"Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","No","Probable","Feliz","No","No","Probable","Triste","No","No","Probable","Feliz",33.33,100,2.33,5.28,4.96,3.2,2.84,3.83,4.59,3.83,6.62,2.9,2.63,3.54,6.22,4.21,5.48
